2026-07-17 02:32:00, 30_Chunked, 0, Matrix-Free-Lazy, 0.332368789
2026-07-17 02:32:00, 30_Chunked, 0, Matrix-Free-Lazy, 0.359293476
2026-07-17 02:32:00, 30_Chunked, 0, Matrix-Free-Lazy, 0.339533085
2026-07-17 02:32:00, 30_Chunked, 0, Matrix-Free-Lazy, 0.314485205
2026-07-17 02:32:00, 30_Chunked, 0, Matrix-Free-Lazy, 0.322482124
2026-07-17 02:32:00, 30_Chunked, 0, Matrix-Free-Lazy, 0.311823667
2026-07-17 02:32:00, 30_Chunked, 0, Matrix-Free-Lazy, 0.469071551
